Star Rating,Review Text,Time Since Review,Date Of Review,Time Period,Service type,Meal type,Price per person,Food,Service,Atmosphere,Recommended dishes,Parking space,Parking options,Kid-friendliness
5 stars,Dined at coast for happy hour and dinner and had the most amazing time thanks to Sally!! Can’t recommend her service enough she was so sweet and attentive will be back! The oysters and sushi were also really good!,a day ago,2025-02-26,23-Feb-2025 to 01-Mar-2025,,,,4,5,5,,,,
5 stars,"Andrew was amazing! The best server ever

Ask for Andrew for your events",a day ago,2025-02-26,23-Feb-2025 to 01-Mar-2025,,,,5,5,5,,,,
5 stars,Amazing dinner! Jacob took very good care of us.,a day ago,2025-02-26,23-Feb-2025 to 01-Mar-2025,Dine in,Dinner,$60–70,5,5,5,,,,
5 stars,Andrew took excellent care of us!,2 days ago,2025-02-25,23-Feb-2025 to 01-Mar-2025,Dine in,Dinner,$60–70,5,5,5,Fish,,,
5 stars,"Came here last week for happy hour, the food was great, especially the crab dip. But was particularly impressed by our server, Peter. He was great! Super warm, attentive and professional. Always there when we needed him. Hope to get served by him again next time I’m in.",2 days ago,2025-02-25,23-Feb-2025 to 01-Mar-2025,Dine in,Lunch,$40–50,5,5,5,,,,
5 stars,"Had a great experience at Coast! We go often, and the food is consistently excellent. What distinguished our experience this time was our waiter, Peter, who was extremely professional in every way. He was very attentive and accommodating while also giving us privacy. He had great suggestions, painted a picture describing the food and, overall, made the experience a wonderful one. The Sunday/Monday set lobster menu is worth a try!",2 days ago,2025-02-25,23-Feb-2025 to 01-Mar-2025,Dine in,Dinner,,5,5,5,,,,
5 stars,"An Unforgettable Dining Experience at Coast Vancouver! Saturday Feb 22/2025.

My husband and I had an absolutely exceptional date night at Coast on Saturday, February 22, before heading to the symphony. From the moment we arrived, we were treated like royalty! Katya, the amazing sommelier, ensured we had the best seat in the house and took the time to educate me on the incredible wine selections, food suggestions and making the evening even more special. Also being greeted with a delicious glass of cold, Prosecco was the perfect starter to a fabulous meal.

Our server, Caili, was outstanding—attentive, knowledgeable, funny and genuinely warm. The service was seamless, making us feel both valued and pampered.
We were attending the Vancouver Metropolitan Orchestra evening so we had to have dinner early. We didn’t realize we came in on happy hour and absolutely enjoyed the variety of delicious appetizers.

And the food? Absolutely divine! Every dish was crafted to perfection, showcasing the incredible skill and passion of the chefs. Kudos to them for creating such memorable food!

A special thank you to the general manager, who engaged with us and made sure everything was beyond perfect. The combination of incredible service, exquisite food, and a welcoming atmosphere made this one of the best dining experiences we've ever had. Katya and Caili truly exemplify excellence in hospitality, and we can't wait to return!

Highly recommend Coast for an unforgettable dining experience!",3 days ago,2025-02-24,23-Feb-2025 to 01-Mar-2025,Dine in,Dinner,$50–60,5,5,5,"Sushi, Carpaccio, Hamachi",,,
5 stars,"Omg one of the best dining experiences I had so far, I would say the service and the servers were much better than the food because we had such a fun interaction, especially with Isabel and Ben and the manager Lindsay, she was a diva! Loved every interaction with her, she is very hospitable and experienced! Loved the experience and loved every interaction, kudos to Ben and Isabel for their wonderful service.",3 days ago,2025-02-24,23-Feb-2025 to 01-Mar-2025,Dine in,Dinner,$100+,5,5,3,"Coast, Calamari",,,
5 stars,"Great experience and food! Ben W was amazing and very personable, would definitely go back!",3 days ago,2025-02-24,23-Feb-2025 to 01-Mar-2025,,,$100+,5,5,5,,,,
5 stars,Our server Ben.W was amazing. Great service and we had a great time would definitely come back and find him again!,3 days ago,2025-02-24,23-Feb-2025 to 01-Mar-2025,Dine in,Lunch,$30–40,,5,,Cake,Somewhat difficult to find parking,Paid parking lot,
5 stars,"Ben W was great, good banter",3 days ago,2025-02-24,23-Feb-2025 to 01-Mar-2025,Dine in,Lunch,$50–60,5,5,5,,,,
5 stars,Benw made sure my friend and I had a good time and great service,3 days ago,2025-02-24,23-Feb-2025 to 01-Mar-2025,,,$40–50,5,5,5,,,,
5 stars,No review text,4 days ago,2025-02-23,23-Feb-2025 to 01-Mar-2025,,,,5,5,5,,,,
5 stars,No review text,4 days ago,2025-02-23,23-Feb-2025 to 01-Mar-2025,,,$100+,4,4,5,,,,
5 stars,Peter is an amazing server. He is attentive and knows the menu backwards and forwards. I will definitely return.,4 days ago,2025-02-23,23-Feb-2025 to 01-Mar-2025,,Dinner,$100+,5,5,5,"Calamari, Coconut",,,
5 stars,Great food and great service from Peter. Drinks were also amazing.,4 days ago,2025-02-23,23-Feb-2025 to 01-Mar-2025,,,,5,5,5,,,,
5 stars,No review text,4 days ago,2025-02-23,23-Feb-2025 to 01-Mar-2025,,,,5,5,5,,,,
5 stars,Caili was the best server I have ever had. She went above and beyond and made our experience amazing. We will definitely be back to see caili!,4 days ago,2025-02-23,23-Feb-2025 to 01-Mar-2025,Dine in,Lunch,$40–50,5,5,5,Oysters on the Half Shell and Lemon Drop,,,
5 stars,Food was great. Had amazing options for happy hour at a reasonable price. Andrew was an awesome server for our big group!,4 days ago,2025-02-23,23-Feb-2025 to 01-Mar-2025,Dine in,Dinner,,5,5,5,,,,
5 stars,We had a fantastic dining experience at Coast thanks to our amazing waiter Stephen!,4 days ago,2025-02-23,23-Feb-2025 to 01-Mar-2025,Dine in,Other,$30–40,5,5,5,"Oysters on the Half Shell and Lemon Drop, Calamari",,,
