Star Rating,Review Text,Time Since Review,Date Of Review,Time Period,Service type,Meal type,Price per person,Food,Service,Atmosphere,Recommended dishes,Parking space,Parking options,Kid-friendliness
3 stars,"I sampled the lobster bisque, which was disappointing. It lacked any lobster flavour or texture, and it tasted more like a corn soup. Furthermore, the octopus was overcooked and not to my liking. I would not recommend ordering these dishes again. However, the server and atmosphere were satisfactory.",3 days ago,2025-02-17,16-Feb-2025 to 22-Feb-2025,Dine in,,,3.0,5.0,4.0,,,,
5 stars,"Simply the best seafood spaghetti I've ever had. My server, Josh, went above and beyond, and eating there was a great experience. I'd gladly eat there again!",3 days ago,2025-02-17,16-Feb-2025 to 22-Feb-2025,,,$70–80,5.0,5.0,5.0,,,,
5 stars,Excellent and friendly service from our server Ben W. He went above and beyond to help us with our order and gave great recommendations too. Give the man a raise!,3 days ago,2025-02-17,16-Feb-2025 to 22-Feb-2025,Dine in,Dinner,$90–100,4.0,5.0,5.0,"Crab Dip, Warm Banana & Coconut Butter Cake & Creme Brulee",Somewhat difficult to find parking,Paid street parking,
5 stars,Gloria was the best thanks for the service.,3 days ago,2025-02-17,16-Feb-2025 to 22-Feb-2025,,Dinner,$80–90,5.0,5.0,5.0,"Coast, Fish",,,
5 stars,"Food was amazing, our server Gloria was very friendly. Thanks for a good meal!",3 days ago,2025-02-17,16-Feb-2025 to 22-Feb-2025,Dine in,Dinner,$30–40,5.0,5.0,5.0,Sushi,,,
5 stars,Gloria was fantastic!,a day ago,,16-Feb-2025 to 22-Feb-2025,Dine in,Dinner,$80–90,5.0,5.0,5.0,,,,
5 stars,Ben W was fire 🔥,a day ago,,16-Feb-2025 to 22-Feb-2025,Dine in,Dinner,$50–60,5.0,5.0,5.0,Sushi,,,
5 stars,"The food was fantastic, I highly recommend this place. Our server Khalil was very helpful and kind. Incredible restaurant!",2 days ago,,16-Feb-2025 to 22-Feb-2025,,,,5.0,5.0,5.0,,,,
5 stars,"Great food as always. Second time dining with Peter, and his professionalism and wine expertise is always appreciated. Lindsay was sure to check on us and make genuine conversation. Service from Peter and Lindsay make the difference when dining here.",2 days ago,,16-Feb-2025 to 22-Feb-2025,,Dinner,$100+,5.0,5.0,5.0,Oysters on the Half Shell and Lemon Drop,,,
4 stars,"Went for the happy hour and everything we tried was delicious.

The only thing was there was a lot of wait staff and it was a bit much. Also the playlist seemed not to match the atmosphere they were going for. I don’t think I’m supposed to feel like I’m in an H&M

Would totally come back to try more of the menu!",2 days ago,,16-Feb-2025 to 22-Feb-2025,,,$30–40,5.0,4.0,4.0,,,,
5 stars,"Our server, Aimee was the best! Her energy was great as she walked us through some of the beer choices. She was very attentive and checked on us often. Good luck to her and her educational endeavers.",2 days ago,,16-Feb-2025 to 22-Feb-2025,Dine in,,,5.0,5.0,5.0,,,,
5 stars,Ben W was an angel! Super awesome service,2 days ago,,16-Feb-2025 to 22-Feb-2025,,,,4.0,5.0,5.0,,,,
5 stars,Benw,2 days ago,,16-Feb-2025 to 22-Feb-2025,Dine in,Dinner,$100+,5.0,5.0,5.0,Coast,,,
5 stars,Superb dinner and top notch service! Will be back again soon!,2 days ago,,16-Feb-2025 to 22-Feb-2025,,,,5.0,5.0,5.0,,,,
5 stars,"Food and service are excellent, Isabel serve us very well throughout the dinner. Lobster and oyster are very fresh.",2 days ago,,16-Feb-2025 to 22-Feb-2025,Dine in,Dinner,$80–90,5.0,5.0,5.0,"Oysters on the Half Shell and Lemon Drop, 1lb Lobster West Coast Dinner Main",,,
5 stars,What a place. Happy hour was fab and Ben w really looked after my girls and I,2 days ago,,16-Feb-2025 to 22-Feb-2025,,,,5.0,5.0,5.0,,,,
5 stars,Ben W is the best waiter in Vancouver ✨✨,2 days ago,,16-Feb-2025 to 22-Feb-2025,,,,5.0,5.0,5.0,,,,
5 stars,Great service,2 days ago,,16-Feb-2025 to 22-Feb-2025,Dine in,Dinner,,5.0,5.0,5.0,,,,
5 stars,"First time trying this restaurant, it’s my birthday and is on a Friday during Dine Out Vancouver period, the place is busy but our waiter Andrea gave us excellent service. He was very attentive and friendly; even the manager came over a few times to check on us. Our food was delicious and particularly my free birthday cake was super yummy. On our way out, both managers even stood at the door to greet us and shook hands. We felt like being treated as VIP. We had such a wonderful time there and it’s definitely a two thumbs up experience .",2 days ago,,16-Feb-2025 to 22-Feb-2025,,,,5.0,5.0,5.0,,,,
5 stars,Peter was amazing. His service was top notch. 10/10!,2 days ago,,16-Feb-2025 to 22-Feb-2025,Dine in,Lunch,$60–70,5.0,5.0,5.0,,,,
5 stars,"Amazing food, amazing service
Ask for Peter he amazing
Don't forget to check out happy hour",2 days ago,,16-Feb-2025 to 22-Feb-2025,,,,5.0,5.0,5.0,,,,
5 stars,"Group of 10 of us came for my birthday dinner last weekend. Our server was very attentive and the restaurant accommodated my custom birthday menu. Everyone enjoyed their meal. My starter shrimp salad was fantastic. My steak was cooked medium as requested and my husband enjoyed his salmon wellington. We were extremely pleased with the quality of food served, temperature and taste. We are so happy to have chosen Coast Restaurant for my birthday dinner celebration. Thank you to the wonderful staff and our server!",2 days ago,,16-Feb-2025 to 22-Feb-2025,Dine in,Dinner,$90–100,5.0,5.0,5.0,,,,
5 stars,"Stephen, was our server he was very kind, attentive and overall gave amazing service during our reso at happy hour! Thank you Stephen!",2 days ago,,16-Feb-2025 to 22-Feb-2025,,,,5.0,5.0,5.0,,,,
5 stars,"Stephen, our server, was fantastic! We came in for happy hour (really good deal btw) and everything was great!",2 days ago,,16-Feb-2025 to 22-Feb-2025,,,,5.0,5.0,5.0,,,,
5 stars,"Stephen provided exceptional service during our visit to Coast Restaurant. He was attentive, friendly, and went above and beyond to make our dining experience memorable. His recommendations were spot-on, and his genuine hospitality made us feel truly welcome. Thank you, Stephen, for such a fantastic experience!",2 days ago,,16-Feb-2025 to 22-Feb-2025,,Brunch,$10–20,5.0,5.0,5.0,,,,
5 stars,Stephen was very friendly and went above and beyond,2 days ago,,16-Feb-2025 to 22-Feb-2025,,,$20–30,5.0,5.0,5.0,,,,
5 stars,We had the loveliest experience with Stephen as our server for a belated Valentine’s Day lunch! The food was excellent and the service was absolutely stellar - we will be back :),2 days ago,,16-Feb-2025 to 22-Feb-2025,,,,5.0,5.0,5.0,,,,
4 stars,"Gloria was a great server! we enjoyed our valentines dinner and had a wonderful night, thank you!",2 days ago,,16-Feb-2025 to 22-Feb-2025,,Dinner,$100+,4.0,5.0,5.0,,,,
5 stars,"We had an amazing time at Coast! Our server Josh was very attentive, friendly and helped us do a pairing with the menu. I highly recommend him. We had fish cones and a spicy margatita, Sable fish + Artic char with chablis, and we had coconut banana cake with the Ichigo cocktail!",2 days ago,,16-Feb-2025 to 22-Feb-2025,Dine in,,,5.0,5.0,5.0,,,,
1 star,"We were here last night for the set-menu valentine dinner. Extremely disappointed. Looking at the reviews, I am glad that I am not the only one disappointed. The food was late, cold, the portion extremely disappointing for two people, and at the end we were forced to pay 18% gratuity fee for a mediocre service. The restaurant manager tried to be attentive and make it right, but this terrible set menu and the delays in bringing the food just left a bad taste in our mouth. The menu its self is misleading! It says King Crab Sushi ROLL, but they brought the smallest piece of sushi I have ever seen in my life, not even one bite! Then the main course on the menu it says Steak & Chilean Sea Bass, we were under the impression we will each get portions of both items since the menu clearly states that this menu is PER PERSON NOT SHARED! OMG how much misleading can this be Glowbal?!
I hope the Glowbal group head-chef/management team read these reviews and make it right to us people who left extremely disappointed last night. We trusted your brand and you guys took away the experience of one special night from us! Such a shame!",2 days ago,,16-Feb-2025 to 22-Feb-2025,,,,1.0,1.0,1.0,,,,
2 stars,"Was here on valentine’s with set menu and it felt like a scam. Tables are 15 cm to each other, and the main dish not a big portion was shared for 2 persons. Food itself and service was good, but we left hungry and didn’t get the atmosphere we wanted for valentine’s",3 days ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Dinner,$100+,3.0,4.0,2.0,,,,
5 stars,Great service from Gloria on valentines,3 days ago,,09-Feb-2025 to 15-Feb-2025,,,,5.0,5.0,5.0,,,,
5 stars,Laura was great! Very professional and great attitude.,3 days ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Dinner,$40–50,5.0,5.0,4.0,Fish,,,
1 star,"Disappointing, was excited to try since all the other glowbal places have been great but the set menu was bad",3 days ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Dinner,$100+,1.0,2.0,4.0,,,,
5 stars,laura best server !!,3 days ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Dinner,$100+,5.0,5.0,5.0,Calamari,,,
5 stars,Gloria was lovely thank you!,3 days ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Dinner,$100+,4.0,5.0,5.0,,,,
5 stars,Peter is a great server super nice and the food was amazing,3 days ago,,09-Feb-2025 to 15-Feb-2025,,Dinner,$50–60,5.0,5.0,5.0,Oysters on the Half Shell and Lemon Drop,,,
5 stars,"Andrea was excellent
Very knowledgeable , friendly and professional
Had a great experience",3 days ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Dinner,$100+,5.0,5.0,4.0,"Coast, Sushi",Somewhat difficult to find parking,Valet,
5 stars,The happy hour menu and drinks are great! Food is always fresh. Vinny helped us and was super nice. Love this place!,3 days ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Lunch,,5.0,5.0,5.0,,,,
5 stars,"It was amazing experence.
Thank you so much for the wonderful service, Isavel and all menu were amazing.
We will be back soon☺️🙇‍♀️",4 days ago,,09-Feb-2025 to 15-Feb-2025,,,,5.0,5.0,5.0,,,,
5 stars,Came here for dine out 2025 and have to say this place is amazing along with the service. Isabel was our server who was attentive and super professional.,4 days ago,,09-Feb-2025 to 15-Feb-2025,,,,5.0,5.0,5.0,,,,
5 stars,"10/10 best happy hour in the city! Gorgeous setting
Amazing quality food and the happy hour is unbeatable.",4 days ago,,09-Feb-2025 to 15-Feb-2025,,,,5.0,4.0,5.0,,,,
5 stars,Launa was the best!,4 days ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Lunch,$60–70,3.0,5.0,3.0,"Oysters on the Half Shell and Lemon Drop, Sushi",,,
5 stars,"We came here for the happy hours and Isabel was our server. She was really nice and recommended some amazing drinks per our palette. We really enjoyed our time here.

Our favourite was the Sablefish, both the entree and sushi version.",4 days ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Dinner,$100+,5.0,5.0,4.0,Coast,,,
5 stars,"Perfect evening! Katia nailed it on our wine selection ( considering the four of us dining had our own  preferences) and Rhonda our server was extremely professional, knowledgeable about the menu and very personable & welcoming.  The Sablefish was my favorite… prepared to perfection and melted in my mouth. All in my party had zero complaints and were extremely happy with our dinning experience last week!",4 days ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Dinner,$100+,5.0,5.0,5.0,"Oysters on the Half Shell and Lemon Drop, Coast, Calamari, Fish, Cake, Sushi",,,
5 stars,Absolutely loved our time at Coast. The lobster menu was delicious. Loved the ambiance and the service was amazing! Would definitely go back for dinner =),4 days ago,,09-Feb-2025 to 15-Feb-2025,,,,5.0,5.0,5.0,,,,
5 stars,Isabel is amazing!,5 days ago,,09-Feb-2025 to 15-Feb-2025,Dine in,Dinner,$100+,4.0,5.0,4.0,"Oysters on the Half Shell and Lemon Drop, Sushi",,,
